c = 1
i = 10
0, 1.667770e-04
1, 2.027780e-04
2, 6.511830e-04
3, 1.840820e-04
4, 2.702640e-04
5, 3.440000e-07
0, 1.663510e-04
1, 1.414530e-04
2, 6.582670e-04
3, 1.923780e-04
4, 2.820070e-04
5, 3.730000e-07
0, 1.711510e-04
1, 1.505310e-04
2, 6.348150e-04
3, 1.807140e-04
4, 2.656280e-04
5, 3.640000e-07
0, 1.646110e-04
1, 1.596040e-04
2, 6.502760e-04
3, 1.677370e-04
4, 2.639770e-04
5, 3.640000e-07
i = 100
0, 2.092120e-04
1, 3.317230e-04
2, 4.599863e-03
3, 7.809850e-04
4, 2.204180e-03
5, 1.956300e-05
0, 2.035970e-04
1, 3.373150e-04
2, 4.565941e-03
3, 7.409870e-04
4, 2.342661e-03
5, 1.397800e-05
0, 2.066570e-04
1, 3.209100e-04
2, 4.527400e-03
3, 7.735690e-04
4, 2.333904e-03
5, 1.329600e-05
0, 2.034030e-04
1, 3.060580e-04
2, 4.561896e-03
3, 7.775330e-04
4, 2.193421e-03
5, 1.392400e-05
i = 1000
0, 2.664001e-03
1, 1.448119e-02
2, 3.902373e-02
3, 4.887871e-02
4, 1.331338e-01
5, 1.187267e-03
0, 2.587044e-03
1, 1.479873e-02
2, 4.013922e-02
3, 5.059096e-02
4, 1.299342e-01
5, 1.200531e-03
0, 2.660342e-03
1, 1.442908e-02
2, 3.898568e-02
3, 5.053487e-02
4, 1.344455e-01
5, 1.137599e-03
0, 2.520414e-03
1, 1.443496e-02
2, 3.911386e-02
3, 4.888926e-02
4, 1.346172e-01
5, 1.192825e-03
i = 2000
0, 9.573333e-03
1, 5.505498e-02
2, 7.390742e-02
3, 1.579752e-01
4, 4.380632e-01
5, 3.593578e-03
0, 9.599190e-03
1, 5.651327e-02
2, 7.381483e-02
3, 1.584038e-01
4, 4.420295e-01
5, 3.780878e-03
0, 9.510012e-03
1, 5.370970e-02
2, 7.397523e-02
3, 1.487603e-01
4, 4.427888e-01
5, 3.821381e-03
0, 9.537104e-03
1, 5.066517e-02
2, 7.698433e-02
3, 1.575302e-01
4, 4.377780e-01
5, 3.611558e-03
i = 2500
0, 1.362428e-02
1, 7.738395e-02
2, 8.355308e-02
3, 2.210622e-01
4, 6.701195e-01
5, 5.637402e-03
0, 1.455773e-02
1, 7.359911e-02
2, 9.131612e-02
3, 2.211465e-01
4, 6.689203e-01
5, 5.398051e-03
0, 1.403410e-02
1, 7.933812e-02
2, 8.812697e-02
3, 2.216808e-01
4, 6.706832e-01
5, 6.930842e-03
0, 1.463206e-02
1, 7.993264e-02
2, 8.827209e-02
3, 2.211058e-01
4, 6.667598e-01
5, 5.566938e-03
i = 5000
0, 5.490505e-02
1, 2.313381e-01
2, 1.540338e-01
3, 7.836176e-01
4, 2.148580e+00
5, 2.282407e-02
0, 4.352556e-02
1, 2.428418e-01
2, 1.530713e-01
3, 7.917563e-01
4, 2.146693e+00
5, 2.285843e-02
0, 5.349666e-02
1, 2.365931e-01
2, 1.493064e-01
3, 7.818794e-01
4, 2.122068e+00
5, 2.277750e-02
0, 5.575281e-02
1, 2.354717e-01
2, 1.535660e-01
3, 7.721467e-01
4, 2.150095e+00
5, 2.286180e-02
c = 2
i = 10
0, 1.836490e-04
1, 1.729350e-04
2, 1.607037e-03
3, 1.913950e-04
4, 4.571700e-04
5, 3.440000e-07
0, 1.793770e-04
1, 1.835720e-04
2, 1.617225e-03
3, 1.910420e-04
4, 4.316180e-04
5, 3.500000e-07
0, 1.980810e-04
1, 1.867710e-04
2, 1.626654e-03
3, 2.100480e-04
4, 4.141920e-04
5, 3.430000e-07
0, 1.981550e-04
1, 1.816440e-04
2, 1.506703e-03
3, 1.901930e-04
4, 5.359170e-04
5, 3.290000e-07
i = 100
0, 1.915340e-04
1, 6.849860e-04
2, 1.434453e-02
3, 1.009036e-03
4, 8.585848e-03
5, 1.409100e-05
0, 1.943940e-04
1, 5.813710e-04
2, 1.405044e-02
3, 1.581021e-03
4, 9.483724e-03
5, 1.402200e-05
0, 2.162580e-04
1, 6.010450e-04
2, 1.418541e-02
3, 1.677288e-03
4, 9.408483e-03
5, 1.493400e-05
0, 1.948240e-04
1, 6.332460e-04
2, 1.333779e-02
3, 1.521645e-03
4, 8.365331e-03
5, 1.395600e-05
i = 1000
0, 1.393211e-03
1, 4.899187e-02
2, 1.177509e-01
3, 1.173179e-01
4, 5.695553e-01
5, 1.485009e-03
0, 1.370839e-03
1, 4.839084e-02
2, 1.177876e-01
3, 1.183577e-01
4, 5.760849e-01
5, 1.207721e-03
0, 1.280433e-03
1, 4.828098e-02
2, 1.178292e-01
3, 1.211748e-01
4, 5.501631e-01
5, 1.206019e-03
0, 1.440113e-03
1, 4.812712e-02
2, 1.200303e-01
3, 1.248651e-01
4, 5.645962e-01
5, 1.204243e-03
i = 2000
0, 4.834323e-03
1, 1.550518e-01
2, 2.153718e-01
3, 4.229758e-01
4, 1.873201e+00
5, 3.679925e-03
0, 4.939799e-03
1, 1.560204e-01
2, 2.159686e-01
3, 4.064161e-01
4, 1.887187e+00
5, 4.447016e-03
0, 4.898572e-03
1, 1.555345e-01
2, 2.105579e-01
3, 4.132564e-01
4, 1.853053e+00
5, 4.531644e-03
0, 4.944560e-03
1, 1.560012e-01
2, 2.076042e-01
3, 4.065053e-01
4, 1.884871e+00
5, 3.786952e-03
i = 2500
0, 7.656741e-03
1, 2.230334e-01
2, 2.568808e-01
3, 6.238245e-01
4, 2.804166e+00
5, 6.967133e-03
0, 7.604502e-03
1, 2.219825e-01
2, 2.563921e-01
3, 6.200619e-01
4, 2.883312e+00
5, 7.021193e-03
0, 7.663165e-03
1, 2.249703e-01
2, 2.546265e-01
3, 6.229155e-01
4, 2.838248e+00
5, 6.932266e-03
0, 7.735909e-03
1, 2.277443e-01
2, 2.604460e-01
3, 6.184044e-01
4, 2.830339e+00
5, 5.772489e-03
i = 5000
0, 2.927286e-02
1, 8.090526e-01
2, 4.794526e-01
3, 2.021191e+00
4, 1.074555e+01
5, 2.247816e-02
0, 2.926502e-02
1, 8.023172e-01
2, 4.892244e-01
3, 2.008700e+00
4, 1.077164e+01
5, 2.255477e-02
0, 2.905665e-02
1, 8.164455e-01
2, 4.833119e-01
3, 2.035667e+00
4, 1.085380e+01
5, 2.256651e-02
0, 2.932393e-02
1, 8.143090e-01
2, 4.834077e-01
3, 2.012231e+00
4, 1.085089e+01
5, 2.252558e-02
c = 4
i = 10
0, 2.762250e-04
1, 2.445850e-04
2, 1.301455e-03
3, 2.588610e-04
4, 5.882830e-04
5, 3.440000e-07
0, 2.557370e-04
1, 2.383320e-04
2, 1.293946e-03
3, 2.723020e-04
4, 5.407110e-04
5, 3.700000e-07
0, 3.046090e-04
1, 2.331160e-04
2, 1.374268e-03
3, 2.561830e-04
4, 5.237570e-04
5, 3.280000e-07
0, 2.495860e-04
1, 2.305000e-04
2, 1.385878e-03
3, 2.565330e-04
4, 5.752820e-04
5, 3.190000e-07
i = 100
0, 2.278000e-04
1, 5.378240e-04
2, 1.172371e-02
3, 1.356451e-03
4, 7.947229e-03
5, 1.902800e-05
0, 2.359340e-04
1, 4.932440e-04
2, 1.162685e-02
3, 1.422238e-03
4, 8.124581e-03
5, 1.871900e-05
0, 2.708640e-04
1, 4.932350e-04
2, 1.154643e-02
3, 1.401034e-03
4, 8.008059e-03
5, 1.395600e-05
0, 2.843300e-04
1, 4.194200e-04
2, 1.132743e-02
3, 1.352205e-03
4, 8.015005e-03
5, 1.889300e-05
i = 1000
0, 7.903040e-04
1, 3.664958e-02
2, 9.415782e-02
3, 9.759970e-02
4, 4.575778e-01
5, 1.158896e-03
0, 8.251600e-04
1, 3.523110e-02
2, 9.640450e-02
3, 9.798028e-02
4, 4.891280e-01
5, 1.171136e-03
0, 8.894600e-04
1, 3.538082e-02
2, 9.316463e-02
3, 9.649431e-02
4, 4.949649e-01
5, 1.318272e-03
0, 7.750500e-04
1, 3.498817e-02
2, 9.740375e-02
3, 9.495708e-02
4, 5.212773e-01
5, 1.587641e-03
i = 2000
0, 2.571096e-03
1, 1.184118e-01
2, 1.766517e-01
3, 3.287996e-01
4, 1.719879e+00
5, 4.611816e-03
0, 2.634811e-03
1, 1.208155e-01
2, 1.757195e-01
3, 3.348630e-01
4, 1.768465e+00
5, 3.574674e-03
0, 2.513594e-03
1, 1.243704e-01
2, 1.708382e-01
3, 3.318099e-01
4, 1.740143e+00
5, 3.602629e-03
0, 2.579325e-03
1, 1.172607e-01
2, 1.741536e-01
3, 3.354731e-01
4, 1.674800e+00
5, 3.611831e-03
i = 2500
0, 4.138026e-03
1, 1.679647e-01
2, 2.025883e-01
3, 4.915716e-01
4, 2.520184e+00
5, 7.204361e-03
0, 4.104140e-03
1, 1.733592e-01
2, 2.056008e-01
3, 5.056721e-01
4, 2.619714e+00
5, 6.960470e-03
0, 4.151706e-03
1, 1.721456e-01
2, 2.070471e-01
3, 4.912441e-01
4, 2.630842e+00
5, 6.950140e-03
0, 4.079415e-03
1, 1.344722e-01
2, 2.015273e-01
3, 5.086636e-01
4, 2.615601e+00
5, 7.218860e-03
i = 5000
0, 1.559341e-02
1, 6.074842e-01
2, 3.911151e-01
3, 1.697185e+00
4, 9.959161e+00
5, 2.895680e-02
0, 1.575262e-02
1, 6.094393e-01
2, 3.950074e-01
3, 1.684984e+00
4, 1.008580e+01
5, 2.255040e-02
0, 1.631882e-02
1, 6.124028e-01
2, 3.899812e-01
3, 1.684607e+00
4, 9.721129e+00
5, 2.241220e-02
0, 1.557284e-02
1, 6.107266e-01
2, 3.863266e-01
3, 1.694354e+00
4, 1.017680e+01
5, 2.907292e-02
c = 8
i = 10
0, 3.505790e-04
1, 3.172160e-04
2, 1.237948e-03
3, 3.101330e-04
4, 8.129620e-04
5, 3.300000e-07
0, 3.894770e-04
1, 3.058040e-04
2, 1.262378e-03
3, 3.146600e-04
4, 6.751030e-04
5, 3.470000e-07
0, 3.892280e-04
1, 3.120010e-04
2, 1.361776e-03
3, 3.308760e-04
4, 8.120410e-04
5, 3.260000e-07
0, 4.059530e-04
1, 3.406830e-04
2, 1.216833e-03
3, 3.217730e-04
4, 6.788220e-04
5, 3.670000e-07
i = 100
0, 3.884090e-04
1, 4.271230e-04
2, 9.992112e-03
3, 1.190886e-03
4, 6.693611e-03
5, 1.889000e-05
0, 3.210570e-04
1, 3.477250e-04
2, 1.000198e-02
3, 1.155878e-03
4, 5.550026e-03
5, 1.765900e-05
0, 4.482670e-04
1, 4.098820e-04
2, 1.001746e-02
3, 1.251753e-03
4, 6.336272e-03
5, 1.874200e-05
0, 3.421100e-04
1, 4.763080e-04
2, 1.001313e-02
3, 1.369633e-03
4, 6.478895e-03
5, 1.873600e-05
i = 1000
0, 7.000790e-04
1, 2.911265e-02
2, 8.321703e-02
3, 8.478029e-02
4, 4.001187e-01
5, 1.497018e-03
0, 6.577980e-04
1, 2.951780e-02
2, 8.029589e-02
3, 8.214453e-02
4, 4.229338e-01
5, 1.419888e-03
0, 7.748160e-04
1, 2.945883e-02
2, 8.344705e-02
3, 8.536026e-02
4, 4.198466e-01
5, 1.582582e-03
0, 6.748800e-04
1, 2.968733e-02
2, 8.303390e-02
3, 8.367437e-02
4, 4.185295e-01
5, 1.599023e-03
i = 2000
0, 1.856288e-03
1, 1.004926e-01
2, 1.478193e-01
3, 2.813550e-01
4, 1.462858e+00
5, 4.667829e-03
0, 1.761818e-03
1, 1.026145e-01
2, 1.441804e-01
3, 2.758340e-01
4, 1.460921e+00
5, 4.590304e-03
0, 1.768911e-03
1, 1.017258e-01
2, 1.439458e-01
3, 2.811269e-01
4, 1.443937e+00
